age,monthly_income,loan_amount,repayment_period,transaction_volume_mtd,avg_mpesa_balance,utility_payment_timeliness,has_previous_loan,gender,region,default
55,71490,11336,60,19,1476,late,0,F,Kisumu,1
59,51562,48037,30,18,6039,on-time,0,F,Nairobi,1
38,94080,17206,60,67,9281,on-time,1,M,Kisumu,0
59,63535,35831,30,9,2946,late,1,F,Nairobi,1
30,46269,44563,60,125,6917,early,1,F,Kisumu,1
58,85674,19361,30,94,7530,on-time,1,F,Mombasa,0
34,47462,42335,30,111,1816,late,1,M,Eldoret,1
26,8127,9933,14,20,9918,on-time,0,F,Nyeri,1
58,28147,26816,14,103,6880,on-time,0,M,Kisumu,1
18,50528,16619,7,57,3431,on-time,0,M,Nyeri,0
19,82095,38687,30,81,9181,on-time,1,M,Kisumu,0
46,73931,27943,60,97,1478,on-time,1,M,Eldoret,1
50,95925,27819,30,102,4684,early,1,M,Mombasa,1
27,71381,12741,60,102,7481,early,1,M,Mombasa,0
57,68749,9798,60,147,4375,on-time,0,M,Nyeri,0
38,43672,26143,30,63,5638,on-time,1,F,Eldoret,1
45,18731,33747,60,141,9999,on-time,1,F,Nyeri,1
28,59512,48334,7,30,7410,on-time,0,M,Mombasa,1
51,56024,34651,14,7,331,on-time,1,F,Nairobi,1
25,8832,22182,60,104,9904,late,1,F,Nyeri,1
39,37332,10415,30,51,5522,early,1,M,Kisumu,0
25,17467,12085,14,9,4526,early,1,F,Mombasa,1
32,46025,16008,7,66,347,on-time,1,M,Kisumu,0
34,18107,23102,60,88,4478,early,1,F,Eldoret,1
40,82994,19452,60,137,3841,on-time,1,M,Mombasa,1
41,99202,9120,14,142,162,late,0,M,Mombasa,1
36,48481,8820,60,84,4323,late,0,F,Nyeri,1
22,7581,45669,30,67,1651,on-time,0,M,Nyeri,1
49,80118,19170,14,29,6406,late,0,F,Kisumu,1
18,56638,17259,14,48,3105,early,1,M,Nyeri,1
40,13418,23099,60,18,3422,on-time,1,M,Nairobi,1
54,98627,10649,7,90,8097,on-time,1,F,Mombasa,0
25,34113,31255,7,23,8586,on-time,1,F,Eldoret,1
30,89363,42037,7,106,982,early,1,F,Mombasa,0
25,68044,12805,7,24,493,late,0,M,Kisumu,1
40,84955,44147,14,83,2839,on-time,1,F,Nyeri,1
18,66030,9744,14,143,4267,on-time,0,M,Mombasa,0
41,16814,47053,60,102,4513,early,1,F,Nyeri,1
52,15024,42241,7,125,4790,on-time,1,F,Kisumu,1
41,68288,33305,7,21,4574,late,0,F,Nyeri,1
34,62836,26857,60,54,4331,on-time,0,F,Eldoret,0
22,12435,11679,60,14,2877,on-time,1,F,Kisumu,1
37,72084,48373,60,62,1501,late,0,M,Mombasa,1
38,75601,30829,30,99,8186,on-time,1,M,Mombasa,0
57,93416,11985,60,111,1005,on-time,1,F,Eldoret,0
48,8407,29287,60,143,629,on-time,1,F,Nairobi,1
53,37940,13391,30,37,8111,on-time,1,F,Nyeri,0
28,10666,5861,7,50,7178,on-time,1,M,Mombasa,1
32,42122,35364,14,133,4718,on-time,0,M,Eldoret,1
36,30092,17863,7,66,3821,on-time,1,F,Nyeri,1
24,80645,32499,14,91,8678,on-time,1,M,Kisumu,1
45,31505,28794,14,77,2721,early,0,M,Eldoret,1
22,41713,43923,60,5,6826,on-time,0,F,Kisumu,1
22,59387,8919,60,25,672,on-time,0,M,Kisumu,0
47,48169,44102,30,26,743,late,1,M,Kisumu,1
49,78282,21282,7,8,4171,on-time,0,M,Nyeri,0
25,82511,48396,7,69,8171,on-time,1,M,Nairobi,1
27,56742,35840,14,67,7113,on-time,0,F,Kisumu,1
55,45522,43255,60,147,9584,on-time,1,M,Mombasa,1
49,86132,6624,60,40,5705,on-time,1,M,Nyeri,0
45,8880,34706,7,33,5782,late,0,M,Nyeri,1
34,48454,9176,30,73,654,on-time,0,F,Kisumu,0
48,60711,34529,60,115,3493,late,0,F,Mombasa,1
25,48539,13941,30,148,9235,early,1,F,Eldoret,0
57,73321,2669,7,104,4668,early,1,F,Nyeri,0
42,92985,40896,7,45,9285,on-time,0,F,Kisumu,0
26,19799,21246,30,52,3559,on-time,1,F,Kisumu,1
19,65102,45859,60,134,1221,on-time,0,F,Nairobi,1
32,55726,41076,7,148,5630,on-time,1,M,Nairobi,1
20,53784,21323,14,115,5209,early,0,M,Eldoret,0
53,48333,34894,7,66,155,on-time,1,M,Eldoret,1
21,45828,7021,60,111,8949,late,1,M,Eldoret,1
31,74526,40205,14,110,8551,early,1,F,Eldoret,1
58,59362,40807,7,136,4836,late,0,M,Kisumu,1
58,58997,37903,60,117,2709,on-time,0,M,Kisumu,1
42,55341,48879,60,72,4009,on-time,1,F,Kisumu,1
27,24073,45732,7,93,503,early,1,M,Mombasa,1
38,19549,9711,60,82,894,on-time,0,F,Eldoret,0
53,88795,8904,30,79,1661,early,1,F,Mombasa,1
29,61920,36051,14,29,9475,early,1,M,Nyeri,1
44,90326,21942,30,11,7523,late,0,M,Nyeri,1
57,80515,25251,7,117,6895,on-time,1,F,Kisumu,0
19,25316,26058,30,40,5592,on-time,1,M,Nyeri,1
30,31183,36245,7,14,5099,early,0,F,Kisumu,1
49,98860,4093,7,117,6298,late,1,M,Eldoret,1
48,29624,25918,60,40,5297,on-time,1,M,Mombasa,1
33,67515,8207,60,22,3662,late,1,M,Kisumu,1
49,90781,10394,7,138,1794,early,0,F,Nairobi,0
49,51705,27974,14,139,955,on-time,1,F,Nairobi,1
51,94326,29172,14,106,9587,late,0,M,Eldoret,1
28,31756,33283,14,144,4855,on-time,1,M,Mombasa,1
27,65390,48609,30,29,3721,late,0,F,Kisumu,1
32,73369,39995,7,37,4306,on-time,0,F,Eldoret,1
34,75821,14280,60,91,1138,on-time,1,F,Mombasa,0
57,14589,37303,30,77,4696,late,1,F,Nairobi,1
35,19116,28453,30,10,4613,on-time,0,M,Kisumu,1
26,78181,44350,60,141,4470,on-time,0,F,Mombasa,1
42,49786,3913,7,71,7761,on-time,0,F,Nyeri,0
57,99686,26765,30,148,5416,early,0,F,Kisumu,0
31,81425,3340,7,97,3547,on-time,0,F,Nyeri,0
42,35286,27179,7,112,5950,on-time,0,M,Eldoret,1
39,20994,28873,7,30,7330,late,0,M,Mombasa,1
47,95198,39057,60,42,3532,on-time,1,M,Mombasa,0
37,31639,1597,7,146,7216,on-time,1,F,Mombasa,0
38,22205,30119,30,107,5329,late,0,F,Mombasa,1
49,61677,16025,60,46,2341,on-time,0,M,Kisumu,0
38,37930,8145,60,70,7918,late,1,M,Nyeri,1
52,78313,36670,30,46,7098,late,0,F,Nyeri,1
49,98851,42723,60,42,4994,early,1,F,Eldoret,0
47,97509,8694,30,145,6544,early,1,M,Eldoret,0
56,23316,5830,14,110,3115,early,1,F,Mombasa,1
29,32304,24930,30,100,6915,on-time,1,M,Nairobi,1
58,92876,24752,60,74,4964,early,1,F,Nairobi,1
35,90366,43602,30,42,9776,on-time,0,M,Mombasa,0
38,18403,11489,14,101,4334,on-time,1,F,Nyeri,1
30,85052,33692,7,112,5056,late,1,F,Eldoret,1
38,89627,16768,7,123,2439,late,1,F,Kisumu,1
25,78495,44132,7,78,8626,late,1,M,Nairobi,1
57,36932,3160,60,61,6942,on-time,0,F,Eldoret,0
24,41701,47036,14,114,1958,on-time,0,F,Nairobi,1
40,8385,21133,30,83,1307,early,0,F,Nyeri,1
49,62241,48253,30,40,1024,on-time,1,M,Nyeri,1
28,15367,36690,30,61,3045,on-time,0,F,Mombasa,1
39,70030,23870,30,133,5481,late,0,M,Mombasa,1
39,51505,25496,60,7,5529,late,1,F,Nairobi,1
42,38332,37572,60,18,4539,early,0,M,Nairobi,1
39,90178,3368,14,38,7691,on-time,1,M,Eldoret,0
45,81325,48925,30,74,5992,early,0,F,Mombasa,1
46,40268,41861,7,73,6045,early,1,M,Nyeri,1
30,91486,37700,60,108,7791,late,0,F,Eldoret,1
35,30563,30203,14,33,4127,late,1,F,Eldoret,1
19,41404,12552,14,52,4395,early,1,F,Kisumu,1
46,60182,6608,60,98,7579,late,1,F,Nyeri,1
38,37991,46667,7,83,4761,late,1,M,Eldoret,1
32,52663,23485,7,121,2498,early,1,M,Kisumu,0
44,70886,43060,30,148,127,on-time,0,M,Mombasa,1
48,88848,10862,60,142,1998,on-time,1,M,Nyeri,1
32,29127,39299,7,71,7400,late,0,M,Mombasa,1
40,62692,11412,60,136,2527,on-time,0,F,Kisumu,0
41,99389,22354,14,79,1725,early,0,F,Nyeri,0
30,42500,7344,14,32,2136,on-time,0,M,Nairobi,0
39,38785,41655,14,125,9602,on-time,1,M,Nairobi,1
54,89146,18993,60,13,3455,on-time,0,F,Nairobi,0
50,94126,29682,30,138,7146,early,0,M,Eldoret,0
20,99979,49926,30,127,3820,late,1,M,Nairobi,1
36,52997,29415,7,53,5002,on-time,0,M,Eldoret,1
40,12170,20323,60,95,5336,late,1,M,Eldoret,1
46,18303,18997,30,129,8380,late,1,F,Kisumu,1
47,76743,4679,60,80,8413,late,0,F,Nairobi,1
56,82852,30489,30,108,5061,late,0,M,Nyeri,1
42,40187,41308,14,37,132,late,0,F,Eldoret,1
54,70034,10488,14,57,4798,on-time,1,M,Kisumu,0
25,76776,40842,7,44,8987,on-time,0,F,Eldoret,1
59,6893,4996,14,22,3941,on-time,1,M,Nyeri,1
33,18753,6695,30,17,8816,on-time,1,F,Nyeri,1
25,43090,31204,7,78,5544,early,1,F,Nairobi,1
18,69922,24382,7,100,6277,on-time,0,F,Eldoret,0
22,81768,15235,14,109,8538,early,0,M,Nyeri,0
20,64412,3366,60,135,4026,on-time,1,F,Mombasa,1
18,61030,28467,14,71,3059,early,1,F,Nyeri,1
21,22509,47932,14,37,2327,late,0,M,Nyeri,1
57,73653,7764,7,6,1493,on-time,1,M,Eldoret,0
52,41929,26360,14,79,2123,early,1,M,Nyeri,1
49,53291,49295,30,78,6164,on-time,0,M,Kisumu,1
59,9042,32923,7,139,7662,early,1,M,Nyeri,1
51,67574,31175,14,147,6739,late,1,F,Mombasa,1
42,42201,17292,60,30,2578,on-time,1,M,Nyeri,1
27,97282,2614,30,143,7474,on-time,1,M,Nairobi,0
38,19016,21939,60,132,8029,late,1,F,Eldoret,1
56,30022,48164,30,31,4559,on-time,1,M,Mombasa,1
44,32938,19800,60,139,6553,late,1,M,Kisumu,1
44,48678,24246,14,133,9273,on-time,1,F,Nyeri,0
19,66720,32688,30,25,8518,on-time,0,F,Nyeri,0
58,61805,28962,7,83,1366,on-time,0,M,Kisumu,0
30,79323,30764,7,98,2157,early,0,M,Nyeri,0
26,6986,33470,60,12,8096,early,1,F,Nairobi,1
53,81478,39501,60,87,3041,on-time,1,M,Mombasa,0
39,87994,4216,60,7,256,late,1,F,Nyeri,1
59,17161,23072,30,59,7098,on-time,1,F,Kisumu,1
43,25689,29242,7,147,860,early,0,F,Kisumu,1
29,99699,38132,14,40,9065,on-time,0,M,Mombasa,0
34,65924,46037,30,10,6507,late,0,M,Nairobi,1
31,79308,18861,60,125,9844,early,0,M,Mombasa,0
31,68745,47597,7,46,6831,on-time,1,F,Nyeri,1
51,6211,5960,60,54,1057,on-time,1,M,Nairobi,1
37,5229,19781,14,116,353,on-time,0,M,Nairobi,1
28,53542,42069,14,54,7985,on-time,1,F,Kisumu,1
33,19345,32126,7,34,1669,late,1,M,Nairobi,1
48,36819,42609,30,43,7593,on-time,0,M,Nyeri,1
23,52779,23578,14,120,7605,on-time,1,F,Nyeri,1
36,87421,41498,14,144,6983,on-time,0,F,Nyeri,0
54,97244,18883,14,63,5106,on-time,1,F,Eldoret,0
21,70584,30782,14,80,9099,early,0,M,Nairobi,0
21,24950,17979,60,136,5868,late,1,M,Nairobi,1
37,20173,34746,60,52,5016,early,1,M,Nyeri,1
27,63032,1730,30,146,9513,late,1,F,Kisumu,1
41,33036,1056,7,85,7641,on-time,1,M,Nairobi,0
52,76356,32457,7,53,6807,on-time,0,M,Eldoret,0
43,19292,3243,7,71,3300,early,1,M,Nairobi,0
54,8052,2701,14,81,6657,on-time,1,F,Mombasa,0
55,49377,9303,60,141,7647,on-time,1,M,Eldoret,0
38,94317,16100,60,25,9171,late,1,F,Kisumu,1
57,72838,46766,30,109,5188,on-time,1,M,Eldoret,1
56,72819,43161,7,76,100,on-time,1,F,Eldoret,1
38,20620,1947,60,20,266,early,0,F,Nairobi,0
27,35461,21505,30,148,2163,late,0,M,Eldoret,1
55,25750,7553,7,32,8403,late,1,M,Nyeri,1
21,93719,34525,14,84,1225,on-time,1,F,Eldoret,1
37,14472,15866,60,61,2741,early,0,F,Nairobi,1
34,74263,31472,60,114,1529,on-time,1,M,Nyeri,0
24,62602,45348,7,56,6201,on-time,1,F,Kisumu,1
21,30523,6651,14,88,1734,on-time,1,F,Mombasa,0
46,35766,8273,14,52,8962,on-time,1,F,Eldoret,1
31,71060,11033,60,131,3211,late,0,M,Nyeri,1
20,14079,4535,7,102,1790,early,1,F,Nyeri,0
41,13399,19677,30,122,7815,on-time,0,M,Kisumu,1
54,65726,18488,60,97,6740,early,1,M,Kisumu,0
33,97906,42621,14,71,4057,early,1,M,Mombasa,1
21,21532,1908,30,78,9256,late,1,F,Mombasa,1
41,87357,5617,7,88,380,on-time,1,F,Nairobi,1
51,48162,43816,14,14,4546,late,1,F,Mombasa,1
47,8749,31431,30,149,2908,on-time,1,M,Mombasa,1
35,16353,24453,60,122,5502,late,1,M,Nyeri,1
36,33477,36079,14,101,2064,on-time,0,M,Eldoret,1
48,29570,17020,7,10,922,early,1,M,Eldoret,1
36,91373,47353,14,22,9729,late,0,M,Mombasa,1
36,16437,47785,60,76,2161,early,1,M,Nairobi,1
39,43104,46320,7,93,5275,on-time,0,M,Nairobi,1
41,68370,27562,60,46,3965,on-time,1,M,Eldoret,0
29,9551,25373,30,8,4394,early,0,F,Kisumu,1
47,73359,47105,14,24,9756,early,1,F,Nyeri,1
55,59880,31164,60,32,177,on-time,0,F,Mombasa,1
48,17916,2885,30,108,2259,on-time,0,F,Nyeri,0
53,85703,2049,7,48,3287,on-time,1,M,Mombasa,0
36,46445,44271,7,27,9457,on-time,0,F,Mombasa,1
53,52636,2161,30,51,7235,on-time,1,M,Eldoret,0
47,78927,1815,30,17,889,on-time,1,F,Nyeri,1
50,83194,37534,7,148,1663,late,1,M,Nyeri,1
35,34685,28498,60,99,1422,early,0,F,Kisumu,1
45,56134,26037,30,20,6773,on-time,0,F,Kisumu,0
28,93916,37007,60,123,1602,on-time,0,F,Nyeri,0
50,99455,14942,7,121,7216,on-time,0,M,Kisumu,0
34,72847,28278,60,14,9783,on-time,0,F,Kisumu,0
23,44993,9272,60,126,1759,on-time,1,F,Mombasa,0
21,49333,34637,30,42,9607,early,1,F,Eldoret,1
37,63865,39294,60,48,3162,on-time,0,F,Mombasa,1
44,84096,8741,60,99,8416,early,0,F,Kisumu,0
32,54756,5694,60,78,3162,early,1,M,Mombasa,0
23,66192,31306,7,117,8810,late,0,M,Mombasa,1
31,65686,2934,7,55,2170,on-time,1,F,Nairobi,0
28,53733,22556,14,56,4357,on-time,0,M,Mombasa,0
56,30993,19907,7,96,2653,on-time,1,F,Mombasa,1
26,35492,7159,7,63,1144,late,1,F,Eldoret,1
43,25981,49487,14,17,6057,on-time,1,F,Nyeri,1
33,29143,30158,14,16,4678,on-time,0,F,Nairobi,1
22,82603,21293,30,54,5721,on-time,0,M,Nairobi,0
27,94452,46761,30,61,2066,late,1,F,Nairobi,1
20,65277,47581,7,123,5069,late,1,F,Nairobi,1
30,54990,34932,60,61,2350,on-time,1,M,Eldoret,1
47,67888,34387,30,12,8433,late,1,F,Nyeri,1
23,74351,41750,30,110,9295,on-time,0,F,Eldoret,1
34,54999,4066,7,141,2114,late,0,M,Nairobi,1
36,75309,22256,60,124,4724,late,0,M,Nyeri,1
59,17446,42406,14,67,3708,on-time,1,F,Eldoret,1
52,35733,36105,14,76,6819,on-time,0,F,Nyeri,1
43,81000,6594,7,135,9260,on-time,0,F,Eldoret,0
22,53632,3460,7,17,4025,on-time,1,M,Nyeri,1
46,26576,7820,60,141,5968,early,1,F,Eldoret,0
54,8320,37210,7,56,904,early,1,F,Nairobi,1
37,15750,17191,7,66,1434,early,1,F,Nairobi,1
38,58463,20095,7,123,767,late,1,F,Nairobi,1
27,31572,11529,60,113,484,early,0,M,Eldoret,0
22,22948,33175,7,12,9900,early,0,M,Nyeri,1
53,43826,18675,30,99,3354,on-time,1,F,Nyeri,0
23,94051,44158,60,129,3540,on-time,1,M,Kisumu,0
43,32867,47798,30,57,2848,late,1,F,Mombasa,1
21,65231,6374,60,67,112,on-time,0,M,Nairobi,0
56,71262,26976,30,99,7826,on-time,1,M,Nairobi,0
56,96356,14142,60,85,5503,late,1,M,Nairobi,1
52,77233,13204,14,61,7554,early,0,F,Kisumu,0
18,49678,8394,7,71,6251,late,1,F,Kisumu,1
41,17963,34593,7,50,6330,early,0,M,Kisumu,1
53,69360,42964,60,98,200,on-time,1,F,Nairobi,1
23,54434,12652,30,142,5078,early,1,M,Nyeri,0
58,71617,34740,14,117,9604,late,1,F,Nairobi,1
48,25269,45036,30,97,6634,early,1,M,Kisumu,1
37,81312,1443,7,144,4804,early,0,M,Kisumu,0
41,84732,24903,7,53,549,late,1,F,Mombasa,1
42,86494,34522,30,27,3267,early,1,F,Eldoret,0
53,93905,29180,60,66,5480,on-time,1,M,Mombasa,1
38,82225,49791,60,15,8412,on-time,0,F,Mombasa,1
47,87867,22119,30,77,3956,on-time,1,M,Nairobi,0
41,42528,11363,7,122,1175,on-time,0,M,Eldoret,0
59,83972,44665,30,92,4513,late,0,F,Eldoret,1
47,70602,39164,7,93,801,late,1,F,Nairobi,1
39,95748,32541,30,59,3448,on-time,1,F,Nyeri,1
45,38332,4465,60,13,8285,on-time,1,F,Nairobi,0
24,95937,3711,14,16,6936,on-time,1,M,Nyeri,0
52,83929,26198,7,143,8312,on-time,0,M,Nyeri,0
45,74206,23488,14,117,5934,on-time,1,M,Eldoret,1
31,96137,39515,60,12,2349,late,0,F,Nairobi,1
27,7251,24608,30,40,3322,on-time,1,F,Nairobi,1
33,50717,28898,60,129,5091,on-time,1,M,Eldoret,1
33,32027,2919,14,54,9474,on-time,1,F,Mombasa,0
48,91551,32171,60,111,8218,on-time,1,F,Nairobi,0
59,14583,47241,60,13,2651,on-time,1,F,Kisumu,1
42,55387,21599,30,71,8357,on-time,1,M,Kisumu,1
30,28104,17965,14,57,8202,on-time,0,M,Nairobi,1
23,17224,48003,14,86,8763,early,0,F,Nyeri,1
26,65624,49478,14,114,2314,on-time,1,M,Eldoret,1
53,61058,15434,7,149,8634,on-time,0,M,Nyeri,0
37,34299,47246,60,57,817,early,1,M,Kisumu,1
35,83572,37649,14,118,2560,on-time,0,M,Kisumu,0
38,90469,2999,60,67,3355,on-time,0,M,Eldoret,0
21,82928,15849,30,147,5890,late,1,F,Kisumu,1
50,78474,11903,30,23,5434,on-time,1,M,Mombasa,0
44,9141,48468,7,128,6930,on-time,1,F,Kisumu,1
24,28350,6445,7,90,7854,late,0,F,Nyeri,1
23,80082,36396,30,74,7040,on-time,0,M,Nyeri,0
32,75871,19040,14,51,3732,late,1,M,Mombasa,1
35,10077,1246,30,112,9347,on-time,1,M,Nyeri,1
49,51015,32153,60,24,114,late,1,M,Nyeri,1
28,76147,6212,7,41,8308,on-time,0,F,Nyeri,0
37,64180,4339,7,134,2049,early,1,F,Nairobi,0
41,45857,24142,30,40,8372,on-time,1,F,Mombasa,1
32,64840,20394,14,137,6899,on-time,1,M,Mombasa,0
24,64902,36136,14,68,6679,on-time,0,F,Kisumu,1
38,10577,13186,60,11,3179,on-time,1,F,Mombasa,1
59,25002,35607,7,124,8227,early,1,M,Eldoret,1
43,55711,39973,30,26,9310,on-time,1,M,Mombasa,1
31,44451,5395,30,50,9071,on-time,1,M,Eldoret,1
54,54103,16290,7,114,1924,early,1,F,Nyeri,0
38,33647,23151,30,50,6429,on-time,1,M,Eldoret,1
35,39831,4691,7,32,3964,early,1,F,Nairobi,1
22,71830,8470,14,91,2613,on-time,1,M,Nyeri,0
20,85632,4841,14,39,6810,late,1,F,Eldoret,1
40,41833,38116,30,133,8616,on-time,1,F,Nyeri,1
43,97864,18776,14,13,3590,early,0,M,Nairobi,0
54,29398,7060,14,13,8968,on-time,0,F,Nyeri,0
41,66554,28584,60,26,6225,on-time,1,M,Nyeri,1
36,55755,49293,7,74,8179,on-time,0,M,Mombasa,1
42,22706,5300,7,145,4988,on-time,1,M,Kisumu,0
38,27340,4338,30,69,2804,late,1,F,Eldoret,1
29,69994,6487,7,144,9486,late,1,F,Kisumu,1
58,68884,37282,60,47,6360,early,1,F,Nairobi,1
50,89361,30529,30,21,9196,early,1,M,Nairobi,1
21,22482,31262,30,72,4697,on-time,0,F,Nyeri,1
59,59225,12280,7,33,3004,on-time,0,F,Kisumu,0
24,63849,44075,14,139,1223,on-time,1,M,Eldoret,1
39,79854,29804,14,48,7035,on-time,1,M,Eldoret,0
50,46256,10915,14,137,4416,early,1,M,Nyeri,0
34,86110,12158,14,138,2370,late,0,M,Eldoret,1
41,19650,9621,60,11,2824,on-time,0,M,Mombasa,0
51,51118,11547,30,58,8221,late,1,M,Kisumu,1
45,33930,24177,14,50,7771,on-time,1,M,Nairobi,1
58,90707,47253,60,142,2358,on-time,1,F,Eldoret,1
56,16801,3459,30,8,3962,early,1,M,Eldoret,1
39,56360,29768,7,95,9222,on-time,1,M,Eldoret,1
34,92908,39041,7,65,3746,early,0,M,Nyeri,0
51,21559,43225,60,115,7125,on-time,0,M,Nairobi,1
23,37334,39191,30,41,1371,early,1,M,Kisumu,1
23,18288,18434,14,7,9089,early,1,F,Eldoret,1
51,27398,39247,30,17,3563,early,0,M,Mombasa,1
18,81230,16419,14,92,8708,early,0,F,Nyeri,0
27,17191,36017,60,80,5041,on-time,1,F,Kisumu,1
38,23051,36577,14,12,997,late,0,M,Eldoret,1
22,66715,3921,60,87,8344,on-time,1,M,Kisumu,0
19,15737,5676,30,13,705,on-time,1,M,Nyeri,0
39,70140,21425,30,82,3777,early,0,F,Mombasa,0
19,30251,36185,14,128,4647,on-time,1,M,Eldoret,1
27,55975,14463,30,46,8752,early,0,F,Mombasa,0
51,10147,26474,14,45,874,early,0,F,Nyeri,1
33,55508,41935,30,93,5356,early,0,M,Mombasa,1
56,57224,2469,7,81,5591,on-time,1,M,Nyeri,0
39,24643,8292,14,58,4130,early,1,F,Mombasa,0
29,43967,26409,60,101,5256,late,0,F,Kisumu,1
41,45733,24526,7,102,5873,on-time,1,M,Kisumu,1
57,89003,24465,60,60,7275,late,0,M,Nyeri,1
55,39808,31955,30,104,3618,late,1,F,Kisumu,1
27,72288,27785,7,149,6875,on-time,1,F,Mombasa,1
52,63959,22033,30,14,7706,late,1,M,Mombasa,1
49,6849,7931,14,48,5478,early,0,F,Eldoret,1
24,73178,2091,60,134,6773,late,0,M,Nyeri,1
38,72136,26772,30,146,6544,on-time,1,M,Kisumu,0
37,65740,17363,60,134,8776,on-time,0,M,Nyeri,0
43,91322,29490,60,23,9479,on-time,1,F,Kisumu,1
21,49565,1260,30,84,3827,late,0,F,Eldoret,1
39,25183,11456,14,93,4096,late,1,F,Mombasa,1
32,6132,23320,60,5,6481,early,1,M,Mombasa,1
57,43259,14435,30,134,6912,on-time,1,M,Nairobi,0
38,68668,43145,14,31,2089,on-time,1,M,Nyeri,1
32,43563,49581,30,6,4445,on-time,1,F,Kisumu,1
39,97227,28025,14,142,8274,early,0,M,Nairobi,0
45,15931,29109,60,23,2814,on-time,1,M,Nyeri,1
31,78169,21754,7,145,7146,late,0,M,Kisumu,1
44,55639,5301,30,118,4286,on-time,1,F,Eldoret,0
58,63901,8207,60,60,438,on-time,1,F,Nyeri,1
57,6044,28920,30,99,9953,on-time,0,F,Kisumu,1
45,51691,23203,30,61,6068,on-time,1,F,Mombasa,0
43,29363,22545,14,106,7784,late,0,F,Nyeri,1
19,51694,25016,30,74,6821,on-time,1,F,Kisumu,1
42,6582,32098,14,86,8461,on-time,1,F,Mombasa,1
20,84910,9556,60,53,6605,late,0,M,Mombasa,1
25,71844,47563,30,95,6487,early,0,M,Nairobi,1
50,26301,21102,60,9,8110,late,1,M,Kisumu,1
59,79329,39893,7,61,6576,on-time,0,M,Nairobi,1
52,6620,2924,60,96,3112,late,0,F,Nairobi,1
23,67224,20479,30,40,7584,on-time,1,F,Eldoret,0
56,61655,40451,7,142,2710,on-time,1,M,Nairobi,1
40,42534,19922,14,116,2573,late,0,M,Nairobi,1
42,44390,19660,7,17,5355,on-time,0,F,Eldoret,0
36,76629,47099,30,126,2788,on-time,1,F,Eldoret,1
22,60856,10945,30,113,4904,on-time,0,F,Nyeri,0
28,54252,1306,60,96,1390,on-time,1,M,Nairobi,0
29,60809,23959,14,106,8398,on-time,1,F,Mombasa,1
27,27259,5231,30,60,2707,on-time,0,M,Eldoret,0
25,25655,39796,30,49,8178,on-time,1,F,Kisumu,1
41,38005,13207,14,64,1788,late,1,F,Nyeri,1
45,36629,40426,14,58,6611,on-time,1,M,Nyeri,1
58,28610,7336,60,41,8297,early,1,F,Nairobi,0
53,62184,47664,7,41,8814,early,1,M,Mombasa,1
54,26602,10630,14,18,6772,on-time,1,F,Eldoret,0
38,90945,18256,30,99,3443,on-time,0,F,Kisumu,0
25,16110,34909,14,106,165,on-time,0,M,Nairobi,1
26,11073,42168,30,46,3510,on-time,0,F,Mombasa,1
32,85818,34719,60,5,3081,on-time,1,F,Nairobi,0
57,15195,43017,7,27,5688,late,1,F,Nairobi,1
35,6537,46704,60,32,2915,late,0,F,Nyeri,1
59,22138,31013,14,136,5196,early,1,F,Kisumu,1
37,49328,15455,30,22,2117,late,0,F,Kisumu,1
23,51202,5722,14,53,6773,on-time,1,F,Kisumu,0
29,45164,13812,14,51,1842,on-time,0,F,Kisumu,0
19,94743,31276,14,119,5820,on-time,1,F,Eldoret,0
24,59659,37776,14,43,3609,late,0,M,Eldoret,1
33,91155,11060,7,10,6486,late,0,F,Kisumu,1
20,54692,14056,30,57,3634,on-time,0,F,Mombasa,0
20,29845,7655,14,29,5236,early,1,F,Eldoret,0
44,94846,23574,30,103,5685,on-time,1,M,Eldoret,0
57,35562,14027,7,69,8654,early,0,M,Mombasa,0
55,33036,5030,30,137,7258,on-time,0,M,Kisumu,0
50,65752,25243,30,12,1734,late,1,M,Nairobi,1
45,79233,34289,7,43,624,on-time,1,M,Eldoret,0
18,88049,20739,14,115,5026,early,1,M,Nairobi,0
25,73681,35168,30,47,1822,on-time,1,F,Nairobi,0
54,32818,45698,60,86,8711,on-time,0,M,Mombasa,1
49,35544,37491,30,127,7029,on-time,1,F,Kisumu,1
54,67532,31013,14,137,6257,on-time,1,F,Nairobi,0
21,83636,7579,60,8,3964,late,0,F,Kisumu,1
47,62705,19242,14,112,1167,on-time,1,M,Nyeri,1
23,25104,5781,30,97,9692,on-time,0,F,Kisumu,0
36,74603,21448,7,133,6538,on-time,0,F,Mombasa,0
49,64025,46641,14,98,1519,early,0,M,Mombasa,1
26,37317,22446,14,60,7371,late,0,M,Nyeri,1
29,36416,12043,7,7,4102,on-time,0,F,Mombasa,0
28,47012,20853,30,26,729,late,1,M,Kisumu,1
33,73045,21079,14,60,1934,late,1,M,Kisumu,1
18,26400,18101,30,22,5418,on-time,1,F,Kisumu,1
38,53270,1642,30,120,5100,late,0,F,Mombasa,1
47,77069,29016,30,88,4231,late,0,F,Kisumu,1
30,54833,19932,7,34,6829,on-time,1,F,Eldoret,0
51,68644,45653,30,84,2453,on-time,1,F,Nyeri,1
21,85206,25945,30,70,3155,on-time,1,F,Eldoret,0
45,74468,8549,60,14,8303,on-time,1,F,Kisumu,1
55,64473,14397,60,63,9723,on-time,1,F,Mombasa,0
